"date_and_time","city","previous_lo","previous_hi","previous_precip","today_lo","today_hi","today_outlook","tomorrow_lo","tomorrow_hi","tomorrow_outlook","email_period"
2023-02-25 07:50:00,"CHARLOTTE",50,76,0.02,47,54,"SHWRS",55,68,"MOCLDY","morning"
2023-02-25 07:50:00,"CHATTANOOGA",51,63,0.15,51,61,"SHWRS",57,67,"MOCLDY","morning"
2023-02-25 07:50:00,"CHEYENNE",14,34,0,22,49,"WINDY",27,52,"WINDY","morning"
2023-02-25 07:50:00,"CHICAGO",24,29,0.06,28,39,"MOCLDY",34,48,"SUNNY","morning"
2023-02-25 07:50:00,"CINCINNATI",32,43,0.07,34,50,"MOCLDY",46,58,"PTCLDY","morning"
2023-02-25 07:50:00,"CLEVELAND",23,32,0.06,29,42,"MOCLDY",34,48,"SUNNY","morning"
2023-02-25 07:50:00,"COLORADO SPGS",23,44,0,29,55,"MOCLDY",26,54,"SHWRS","morning"
2023-02-25 07:50:00,"COLUMBIA SC",51,81,0.36,53,62,"SHWRS",57,76,"MOCLDY","morning"
2023-02-25 07:50:00,"COLUMBUS GA",60,80,0,61,78,"SHWRS",60,80,"MOCLDY","morning"
2023-02-25 07:50:00,"COLUMBUS OH",28,41,0,31,47,"MOCLDY",40,57,"PTCLDY","morning"
2023-02-25 07:50:00,"CONCORD NH",3,27,0,7,19,"SNOSHW",15,32,"SNOSHW","morning"
2023-02-25 07:50:00,"CORPUS CHRISTI",68,85,0,67,80,"MOCLDY",66,80,"WINDY","morning"
2023-02-25 07:50:00,"DALLAS FT WORTH",39,49,NA,45,48,"SHWRS",50,76,"MOCLDY","morning"
2023-02-25 07:50:00,"DAYTON",30,41,0,31,47,"PTCLDY",42,56,"SUNNY","morning"
2023-02-25 07:50:00,"DAYTONA BEACH",64,85,0,61,85,"PTCLDY",58,83,"SUNNY","morning"
2023-02-25 07:50:00,"DENVER",20,39,0,27,48,"PTCLDY",28,52,"PTCLDY","morning"
2023-02-25 07:50:00,"DES MOINES",13,23,0,25,43,"SUNNY",42,53,"SUNNY","morning"
2023-02-25 07:50:00,"DETROIT",21,33,0.07,31,39,"MOCLDY",30,48,"SUNNY","morning"
2023-02-25 07:50:00,"DULUTH",3,13,0.06,-1,21,"MOCLDY",17,24,"SUNNY","morning"
2023-02-25 07:50:00,"EL PASO",47,71,0,50,74,"MOCLDY",35,64,"DUST","morning"
2023-02-25 07:50:00,"ELKINS",24,44,0,30,44,"RAIN",37,54,"PTCLDY","morning"
2023-02-25 07:50:00,"ERIE",18,25,0,26,37,"SNOSHW",27,39,"PTCLDY","morning"
2023-02-25 07:50:00,"EUGENE",22,40,0,31,44,"SUNNY",30,42,"RAIN","morning"
2023-02-25 07:50:00,"EVANSVILLE",35,47,0,38,52,"MOCLDY",53,57,"SHWRS","morning"
2023-02-25 07:50:00,"FAIRBANKS",2,28,0,-6,15,"SNOW",-26,2,"SNOW","morning"
2023-02-25 07:50:00,"FARGO",-5,0,0.01,-3,17,"PTCLDY",23,28,"PTCLDY","morning"
2023-02-25 07:50:00,"FLAGSTAFF",18,39,0,26,45,"PTCLDY",13,29,"SNOSHW","morning"
2023-02-25 07:50:00,"FLINT",19,26,0,25,35,"MOCLDY",25,42,"SUNNY","morning"
2023-02-25 07:50:00,"FORT SMITH",43,46,0,48,51,"CLOUDY",51,66,"SHWRS","morning"
2023-02-25 07:50:00,"FORT WAYNE",28,36,0,29,42,"MOCLDY",38,50,"SUNNY","morning"
2023-02-25 07:50:00,"FRESNO",39,48,2.73,37,47,"SHWRS",42,52,"MOCLDY","morning"
2023-02-25 07:50:00,"GOODLAND",22,32,0,26,51,"MOCLDY",31,65,"PTCLDY","morning"
2023-02-25 07:50:00,"GRAND JUNCTION",26,39,0.03,32,49,"PTCLDY",27,46,"SHWRS","morning"
2023-02-25 07:50:00,"GRAND RAPIDS",23,29,0.02,27,35,"MOCLDY",27,40,"SUNNY","morning"
2023-02-25 07:50:00,"GREAT FALLS",17,21,0,28,38,"BLGSNO",21,44,"PTCLDY","morning"
2023-02-25 07:50:00,"GREEN BAY",14,20,0.13,16,27,"MOCLDY",22,31,"SUNNY","morning"
2023-02-25 07:50:00,"GREENSBORO",48,68,0,41,48,"RAIN",50,63,"MOCLDY","morning"
2023-02-25 07:50:00,"HARRISBURG",29,47,0,26,37,"FLRRYS",30,54,"PTCLDY","morning"
2023-02-25 07:50:00,"HARTFORD SPGFLD",16,36,0,19,25,"SNOW",24,41,"MOCLDY","morning"
2023-02-25 07:50:00,"HELENA",5,14,0,19,34,"SUNNY",14,45,"RNSNOW","morning"
2023-02-25 07:50:00,"HONOLULU",72,80,0.02,70,81,"SHWRS",70,81,"SHWRS","morning"
2023-02-25 07:50:00,"HOUSTON INTCNTL",63,79,0.02,67,80,"MOCLDY",68,82,"MOCLDY","morning"
2023-02-25 07:50:00,"HUNTSVILLE AL",50,55,0.28,51,60,"SHWRS",60,71,"MOCLDY","morning"
2023-02-25 07:50:00,"INDIANAPOLIS",33,40,0,33,48,"PTCLDY",47,57,"PTCLDY","morning"
2023-02-25 07:50:00,"JACKSON MS",60,78,0,59,77,"MOCLDY",64,81,"MOCLDY","morning"
2023-02-25 07:50:00,"JACKSONVILLE",61,88,0,61,86,"PTCLDY",57,87,"SUNNY","morning"
2023-02-25 07:50:00,"JUNEAU",24,24,0.45,21,32,"SNOSHW",15,29,"MOCLDY","morning"
2023-02-25 07:50:00,"KANSAS CITY",20,29,0.06,32,48,"PTCLDY",48,60,"RAIN","morning"
2023-02-25 07:50:00,"KEY WEST",75,83,0,73,85,"SUNNY",73,84,"SUNNY","morning"
2023-02-25 07:50:00,"KNOXVILLE",50,64,0,47,57,"SHWRS",54,62,"SHWRS","morning"
2023-02-25 07:50:00,"LAKE CHARLES",68,79,0,65,78,"MOCLDY",66,76,"FOG","morning"
2023-02-25 07:50:00,"LANSING",23,29,0.03,28,37,"SNOW",28,43,"SUNNY","morning"
2023-02-25 07:50:00,"LAS VEGAS",46,51,0,35,58,"SHWRS",38,53,"SUNNY","morning"
2023-02-25 07:50:00,"LEXINGTON",33,45,0,38,54,"MOCLDY",51,59,"MOCLDY","morning"
2023-02-25 07:50:00,"SALEM OR",22,38,0,32,44,"PTCLDY",32,43,"RAIN","morning"
2023-02-25 07:50:00,"SALT LAKE CITY",31,40,0,30,44,"MOCLDY",30,41,"SNOW","morning"
2023-02-25 07:50:00,"SAN ANGELO",38,44,0,49,50,"SHWRS",44,81,"WINDY","morning"
2023-02-25 07:50:00,"SAN ANTONIO",51,62,0,59,67,"MOCLDY",59,81,"MOCLDY","morning"
2023-02-25 07:50:00,"SAN DIEGO",56,61,0,44,58,"RAIN",45,57,"MOCLDY","morning"
2023-02-25 07:50:00,"SAN FRANCISCO",43,51,0.5,43,51,"SHWRS",43,53,"SHWRS","morning"
2023-02-25 07:50:00,"SAN JOSE",40,50,0.06,38,51,"SHWRS",37,52,"SHWRS","morning"
2023-02-25 07:50:00,"SAN JUAN PR",75,83,0.07,72,82,"SHWRS",73,84,"SUNNY","morning"
2023-02-25 07:50:00,"SANTA FE",28,50,0,31,56,"MOCLDY",21,48,"SNOSHW","morning"
2023-02-25 07:50:00,"ST STE MARIE",8,13,0.09,20,26,"SNOSHW",9,26,"SNOSHW","morning"
2023-02-25 07:50:00,"SAVANNAH",62,86,0,62,78,"MOCLDY",60,82,"MOCLDY","morning"
2023-02-25 07:50:00,"SEATTLE",25,39,0,35,42,"MOCLDY",33,43,"RNSNOW","morning"
2023-02-25 07:50:00,"SHREVEPORT",52,63,0,52,64,"CLOUDY",63,79,"SHWRS","morning"
2023-02-25 07:50:00,"SIOUX CITY",4,11,0,18,43,"SUNNY",34,48,"PTCLDY","morning"
2023-02-25 07:50:00,"SIOUX FALLS",-1,9,0,11,33,"SUNNY",32,38,"FOG","morning"
2023-02-25 07:50:00,"SOUTH BEND",26,33,0.08,29,41,"MOCLDY",36,47,"SUNNY","morning"
2023-02-25 07:50:00,"SPOKANE",12,23,0,24,30,"PTCLDY",20,36,"SNOW","morning"
2023-02-25 07:50:00,"SPRINGFIELD IL",31,35,0.04,34,45,"MOCLDY",49,55,"RAIN","morning"
2023-02-25 07:50:00,"SPRINGFIELD MO",35,50,0,43,54,"MOCLDY",49,62,"SHWRS","morning"
2023-02-25 07:50:00,"SYRACUSE",12,23,0.04,14,25,"SNOW",19,38,"RNSNOW","morning"
2023-02-25 07:50:00,"TALLAHASSEE",65,86,0,60,84,"MOCLDY",61,85,"PTCLDY","morning"
2023-02-25 07:50:00,"TAMPA",70,83,0,64,84,"PTCLDY",64,82,"PTCLDY","morning"
2023-02-25 07:50:00,"TOLEDO",25,35,0.05,31,41,"MOCLDY",34,50,"SUNNY","morning"
2023-02-25 07:50:00,"TOPEKA",18,32,0.04,31,49,"PTCLDY",45,65,"SHWRS","morning"
2023-02-25 07:50:00,"TUCSON",48,70,0,36,73,"MOCLDY",33,49,"SHWRS","morning"
2023-02-25 07:50:00,"TULSA",33,38,0,44,48,"CLOUDY",48,65,"SHWRS","morning"
2023-02-25 07:50:00,"TUPELO",50,56,0.61,52,63,"SHWRS",62,73,"MOCLDY","morning"
2023-02-25 07:50:00,"WACO",40,49,0,50,54,"CLOUDY",51,79,"MOCLDY","morning"
2023-02-25 07:50:00,"WASHINGTON DC",34,59,0,32,40,"RNSNOW",39,59,"MOCLDY","morning"
2023-02-25 07:50:00,"W PALM BEACH",65,87,0,67,85,"PTCLDY",66,86,"SUNNY","morning"
2023-02-25 07:50:00,"WICHITA",17,27,0,35,45,"MOCLDY",43,62,"SHWRS","morning"
2023-02-25 07:50:00,"WICHITA FALLS",33,36,0,43,45,"SHWRS",45,73,"TSTRMS","morning"
2023-02-25 07:50:00,"WILKES BARRE",18,39,0,25,34,"SNOW",26,49,"MOCLDY","morning"
2023-02-25 07:50:00,"WILMINGTON DE",28,53,0,27,34,"SNOW",31,52,"PTCLDY","morning"
2023-02-25 07:50:00,"YAKIMA",11,30,0,23,33,"PTCLDY",21,44,"WINDY","morning"
2023-02-25 07:50:00,"YOUNGSTOWN",18,33,0.01,27,44,"MOCLDY",31,48,"SUNNY","morning"
2023-02-25 07:50:00,"YUMA",53,68,0,43,70,"SHWRS",42,63,"SUNNY","morning"
2023-02-25 07:50:00,"LINCOLN",8,20,0,24,48,"SUNNY",40,57,"RAIN","morning"
2023-02-25 07:50:00,"LITTLE ROCK",41,42,2.2,48,52,"RAIN",60,67,"RAIN","morning"
2023-02-25 07:50:00,"LOS ANGELES",48,54,2.74,41,53,"RAIN",46,57,"PTCLDY","morning"
2023-02-25 07:50:00,"LOUISVILLE",38,47,0,40,55,"MOCLDY",53,60,"MOCLDY","morning"
2023-02-25 07:50:00,"LUBBOCK",31,45,0,41,46,"CLOUDY",38,72,"TSTRMS","morning"
2023-02-25 07:50:00,"MACON",56,81,0,60,76,"MOCLDY",59,79,"MOCLDY","morning"
2023-02-25 07:50:00,"MADISON",19,22,0.04,17,33,"MOCLDY",31,41,"SUNNY","morning"
2023-02-25 07:50:00,"MEDFORD",25,52,0,30,55,"SUNNY",26,44,"RNSNOW","morning"
2023-02-25 07:50:00,"MEMPHIS",44,46,0.49,47,54,"SHWRS",62,67,"CLOUDY","morning"
2023-02-25 07:50:00,"MIAMI BEACH",68,86,0,68,85,"PTCLDY",68,86,"SUNNY","morning"
2023-02-25 07:50:00,"MIDLAND ODESSA",39,45,0,46,47,"SHWRS",38,83,"WINDY","morning"
2023-02-25 07:50:00,"MILWAUKEE",23,24,0.1,23,34,"MOCLDY",31,39,"SUNNY","morning"
2023-02-25 07:50:00,"MPLS ST PAUL",6,11,0,8,27,"SUNNY",32,36,"PTCLDY","morning"
2023-02-25 07:50:00,"MISSOULA",7,19,0,20,27,"SUNNY",17,37,"RNSNOW","morning"
2023-02-25 07:50:00,"MOBILE",68,83,0,61,81,"FOG",63,78,"FOG","morning"
2023-02-25 07:50:00,"MONTGOMERY",58,81,0,61,80,"MOCLDY",62,81,"MOCLDY","morning"
2023-02-25 07:50:00,"NASHVILLE",48,52,0.04,45,55,"SHWRS",59,64,"CLOUDY","morning"
2023-02-25 07:50:00,"NEW ORLEANS",70,82,0,65,81,"MOCLDY",68,80,"MOCLDY","morning"
2023-02-25 07:50:00,"NEW YORK CITY",23,45,0,26,32,"SNOSHW",32,49,"PTCLDY","morning"
2023-02-25 07:50:00,"NEWARK",23,48,0,26,32,"SNOSHW",31,50,"PTCLDY","morning"
2023-02-25 07:50:00,"NORFOLK VA",43,71,0,41,49,"RAIN",48,60,"PTCLDY","morning"
2023-02-25 07:50:00,"NORTH PLATTE",8,19,0,19,45,"SUNNY",30,50,"PTCLDY","morning"
2023-02-25 07:50:00,"OKLAHOMA CITY",27,30,0,43,46,"MOCLDY",46,64,"SHWRS","morning"
2023-02-25 07:50:00,"OMAHA",10,22,0,23,46,"SUNNY",38,55,"SUNNY","morning"
2023-02-25 07:50:00,"ORLANDO",65,88,0,61,87,"PTCLDY",61,87,"SUNNY","morning"
2023-02-25 07:50:00,"PADUCAH",42,51,0,42,55,"MOCLDY",55,60,"SHWRS","morning"
2023-02-25 07:50:00,"PENDLETON",2,21,0,22,32,"SUNNY",24,40,"SNOW","morning"
2023-02-25 07:50:00,"PEORIA",31,32,0,29,43,"MOCLDY",45,54,"SUNNY","morning"
2023-02-25 07:50:00,"PHILADELPHIA",27,53,0,27,35,"SNOW",31,52,"PTCLDY","morning"
2023-02-25 07:50:00,"PHOENIX",52,68,0,46,74,"MOCLDY",42,60,"SHWRS","morning"
2023-02-25 07:50:00,"PITTSBURGH",22,37,0,30,43,"SNOSHW",32,52,"SUNNY","morning"
2023-02-25 07:50:00,"POCATELLO",16,34,0,17,37,"SUNNY",18,37,"RNSNOW","morning"
2023-02-25 07:50:00,"PORTLAND ME",0,23,0,4,20,"SNOSHW",10,29,"SNOSHW","morning"
2023-02-25 07:50:00,"PORTLAND OR",21,36,0,32,38,"PTCLDY",31,43,"RNSNOW","morning"
2023-02-25 07:50:00,"PROVIDENCE",15,39,0,19,25,"SNOW",25,39,"MOCLDY","morning"
2023-02-25 07:50:00,"PUEBLO",17,44,0,23,60,"MOCLDY",26,62,"WINDY","morning"
2023-02-25 07:50:00,"RALEIGH DURHAM",50,72,0,41,48,"RAIN",51,64,"MOCLDY","morning"
2023-02-25 07:50:00,"RAPID CITY",-3,11,0,18,41,"SUNNY",24,55,"MOCLDY","morning"
2023-02-25 07:50:00,"RENO",30,30,0.28,25,44,"SNOW",24,42,"SNOW","morning"
2023-02-25 07:50:00,"RICHMOND",32,70,0,35,43,"RAIN",42,61,"PTCLDY","morning"
2023-02-25 07:50:00,"ROANOKE",37,65,0,39,45,"RAIN",45,63,"MOCLDY","morning"
2023-02-25 07:50:00,"ROCHESTER NY",17,23,0.01,16,28,"SNOW",22,41,"MOCLDY","morning"
2023-02-25 07:50:00,"ROCKFORD",24,30,0,25,38,"MOCLDY",37,47,"SUNNY","morning"
2023-02-25 07:50:00,"SACRAMENTO",41,48,0.48,41,49,"SHWRS",39,48,"SHWRS","morning"
2023-02-25 07:50:00,"ST LOUIS",34,40,0.08,40,52,"MOCLDY",54,58,"RAIN","morning"
2023-02-25 07:50:00,"ST PETERSBURG",71,85,0,65,81,"PTCLDY",65,79,"PTCLDY","morning"
2023-02-25 07:50:00,"ST THOMAS VI",73,83,0.43,71,83,"SHWRS",70,83,"SHWRS","morning"
2023-02-25 19:50:00,"CONCORD NH",3,17,0.01,10,33,"SNOW",17,32,"MOCLDY","morning"
2023-02-25 19:50:00,"CORPUS CHRISTI",67,82,0,68,81,"WINDY",66,84,"MOCLDY","morning"
2023-02-25 19:50:00,"DALLAS FT WORTH",39,48,0.01,45,75,"FOG",50,72,"SUNNY","morning"
2023-02-25 19:50:00,"DAYTON",30,50,0,31,55,"SUNNY",40,63,"SHWRS","morning"
2023-02-25 19:50:00,"DAYTONA BEACH",64,86,0,61,83,"SUNNY",58,85,"SUNNY","morning"
2023-02-25 19:50:00,"DENVER",20,56,0,26,60,"WINDY",28,49,"SUNNY","morning"
2023-02-25 19:50:00,"DES MOINES",13,45,0,25,53,"SUNNY",41,49,"RAIN","morning"
2023-02-25 19:50:00,"DETROIT",21,38,0.07,31,47,"SUNNY",30,45,"RNSNOW","morning"
2023-02-25 19:50:00,"DULUTH",3,21,0.06,-2,26,"SUNNY",17,30,"RNSNOW","morning"
2023-02-25 19:50:00,"EL PASO",46,72,0,49,65,"DUST",34,63,"SUNNY","morning"
2023-02-25 19:50:00,"ELKINS",24,44,0.16,30,53,"MOCLDY",33,57,"SHWRS","morning"
2023-02-25 19:50:00,"ERIE",18,38,0.01,27,38,"PTCLDY",27,45,"SHWRS","morning"
2023-02-25 19:50:00,"EUGENE",21,47,0,33,44,"RAIN",31,43,"RNSNOW","morning"
2023-02-25 19:50:00,"EVANSVILLE",35,52,0,39,57,"RAIN",53,70,"RAIN","morning"
2023-02-25 19:50:00,"FAIRBANKS",2,19,0.05,-4,6,"SNOW",-26,-5,"SNOW","morning"
2023-02-25 19:50:00,"FARGO",-5,13,0.01,-5,28,"SUNNY",23,32,"MOCLDY","morning"
2023-02-25 19:50:00,"FLAGSTAFF",18,48,0,25,29,"SNOSHW",12,35,"MOCLDY","morning"
2023-02-25 19:50:00,"FLINT",19,34,0.01,25,42,"SUNNY",25,41,"FZRAIN","morning"
2023-02-25 19:50:00,"FORT SMITH",43,54,0,47,63,"SHWRS",49,72,"WINDY","morning"
2023-02-25 19:50:00,"FORT WAYNE",28,41,0,29,49,"SUNNY",34,56,"RAIN","morning"
2023-02-25 19:50:00,"FRESNO",38,46,1.85,37,52,"RAIN",41,53,"RAIN","morning"
2023-02-25 19:50:00,"GOODLAND",22,54,0,26,64,"PTCLDY",32,53,"SUNNY","morning"
2023-02-25 19:50:00,"GRAND JUNCTION",25,50,0,32,43,"SHWRS",27,42,"MOCLDY","morning"
2023-02-25 19:50:00,"GRAND RAPIDS",23,32,0.02,27,40,"SUNNY",25,41,"FZRAIN","morning"
2023-02-25 19:50:00,"GREAT FALLS",17,38,0,26,44,"PTCLDY",21,35,"SUNNY","morning"
2023-02-25 19:50:00,"GREEN BAY",14,26,0.13,15,30,"SUNNY",22,36,"FZRAIN","morning"
2023-02-25 19:50:00,"GREENSBORO",48,49,0.02,44,64,"MOCLDY",49,72,"SHWRS","morning"
2023-02-25 19:50:00,"HARRISBURG",29,38,0,27,55,"PTCLDY",30,40,"RAIN","morning"
2023-02-25 19:50:00,"HARTFORD SPGFLD",16,22,0.04,20,44,"RAIN",24,39,"RAIN","morning"
2023-02-25 19:50:00,"HELENA",4,43,0,19,44,"PTCLDY",14,36,"PTCLDY","morning"
2023-02-25 19:50:00,"HONOLULU",72,82,0,70,81,"SHWRS",70,81,"SHWRS","morning"
2023-02-25 19:50:00,"HOUSTON INTCNTL",62,82,0.02,67,82,"MOCLDY",68,79,"PTCLDY","morning"
2023-02-25 19:50:00,"HUNTSVILLE AL",50,57,0.09,51,67,"SHWRS",57,76,"SHWRS","morning"
2023-02-25 19:50:00,"INDIANAPOLIS",33,49,0,33,58,"PTCLDY",45,62,"SHWRS","morning"
2023-02-25 19:50:00,"JACKSON MS",60,83,0,58,79,"MOCLDY",64,79,"SHWRS","morning"
2023-02-25 19:50:00,"JACKSONVILLE",61,85,0,60,87,"PTCLDY",57,86,"SUNNY","morning"
2023-02-25 19:50:00,"JUNEAU",23,32,0.51,19,25,"SUNNY",15,25,"MOCLDY","morning"
2023-02-25 19:50:00,"KANSAS CITY",17,46,0.05,31,61,"RAIN",49,59,"WINDY","morning"
2023-02-25 19:50:00,"KEY WEST",75,83,0,70,84,"SUNNY",72,84,"SUNNY","morning"
2023-02-25 19:50:00,"KNOXVILLE",50,54,0.72,48,62,"RAIN",53,69,"SHWRS","morning"
2023-02-25 19:50:00,"LAKE CHARLES",66,78,0,65,76,"FOG",66,78,"WINDY","morning"
2023-02-25 19:50:00,"LANSING",23,33,0.03,27,42,"SUNNY",25,43,"FZRAIN","morning"
2023-02-25 19:50:00,"LAS VEGAS",46,61,0,35,52,"PTCLDY",38,56,"WINDY","morning"
2023-02-25 19:50:00,"LEXINGTON",33,53,0.02,38,59,"MOCLDY",49,73,"SHWRS","morning"
2023-02-25 19:50:00,"ABILENE TX",36,50,0,46,79,"WINDY",45,74,"WINDY","morning"
2023-02-25 19:50:00,"AKRON CANTON",24,48,0,30,50,"SUNNY",32,54,"RNSNOW","morning"
2023-02-25 19:50:00,"ALBANY NY",12,21,0.07,18,41,"MOCLDY",21,35,"SNOSHW","morning"
2023-02-25 19:50:00,"ALBUQUERQUE",35,59,0,37,50,"RNSNOW",25,53,"SUNNY","morning"
2023-02-25 19:50:00,"ALLENTOWN",20,31,0,25,52,"MOCLDY",26,40,"SLEET","morning"
2023-02-25 19:50:00,"AMARILLO",23,69,0,45,71,"TSTRMS",32,68,"SUNNY","morning"
2023-02-25 19:50:00,"ANCHORAGE",18,22,0,5,14,"FOG",-2,10,"FOG","morning"
2023-02-25 19:50:00,"ASHEVILLE",43,52,0.1,46,67,"MOCLDY",48,67,"SHWRS","morning"
2023-02-25 19:50:00,"ATLANTA",55,63,0.02,58,72,"MOCLDY",58,74,"SHWRS","morning"
2023-02-25 19:50:00,"ATLANTIC CITY",24,35,0.02,26,51,"PTCLDY",30,43,"RAIN","morning"
2023-02-25 19:50:00,"AUSTIN",46,64,0,55,81,"MOCLDY",57,79,"SUNNY","morning"
2023-02-25 19:50:00,"BALTIMORE",31,36,0,32,57,"MOCLDY",35,48,"RAIN","morning"
2023-02-25 19:50:00,"BATON ROUGE",67,86,0,65,81,"MOCLDY",66,81,"WINDY","morning"
2023-02-25 19:50:00,"BILLINGS",10,42,0,25,52,"MOCLDY",26,39,"PTCLDY","morning"
2023-02-25 19:50:00,"BIRMINGHAM",56,65,0.02,56,76,"MOCLDY",61,77,"SHWRS","morning"
2023-02-25 19:50:00,"BISMARCK",-16,28,0,4,30,"PTCLDY",16,33,"SNOW","morning"
2023-02-25 19:50:00,"BOISE",23,53,0,31,46,"RNSNOW",28,45,"RNSNOW","morning"
2023-02-25 19:50:00,"BOSTON",13,20,0.01,19,41,"SNOW",24,34,"PTCLDY","morning"
2023-02-25 19:50:00,"BRIDGEPORT",20,28,0.02,22,46,"MOCLDY",25,39,"SNOW","morning"
2023-02-25 19:50:00,"BROWNSVILLE",68,86,0,69,86,"MOCLDY",69,85,"PTCLDY","morning"
2023-02-25 19:50:00,"BUFFALO",16,28,0.03,21,38,"MOCLDY",21,40,"RAIN","morning"
2023-02-25 19:50:00,"BURLINGTON VT",-6,13,0.05,10,32,"SNOSHW",16,30,"MOCLDY","morning"
2023-02-25 19:50:00,"CARIBOU",-13,11,0,-14,16,"FLRRYS",1,19,"MOCLDY","morning"
2023-02-25 19:50:00,"CASPER",14,35,0,30,41,"WINDY",25,35,"WINDY","morning"
2023-02-25 19:50:00,"CHARLESTON SC",58,71,0.2,58,77,"MOCLDY",61,81,"PTCLDY","morning"
2023-02-25 19:50:00,"CHARLESTON WV",29,46,0.3,36,56,"MOCLDY",40,69,"SHWRS","morning"
2023-02-25 19:50:00,"CHARLOTTE",48,50,0.05,49,70,"MOCLDY",53,75,"SHWRS","morning"
2023-02-25 19:50:00,"CHATTANOOGA",51,59,0.19,52,68,"MOCLDY",57,73,"SHWRS","morning"
2023-02-25 19:50:00,"CHEYENNE",14,47,0,25,50,"WINDY",28,41,"WINDY","morning"
2023-02-25 19:50:00,"CHICAGO",24,38,0.06,29,46,"SUNNY",34,57,"RAIN","morning"
2023-02-25 19:50:00,"CINCINNATI",32,51,0.08,34,57,"PTCLDY",45,67,"SHWRS","morning"
2023-02-25 19:50:00,"CLEVELAND",23,42,0.07,30,47,"SUNNY",32,53,"RNSNOW","morning"
2023-02-25 19:50:00,"COLORADO SPGS",23,65,0,28,54,"WINDY",27,54,"SUNNY","morning"
2023-02-25 19:50:00,"COLUMBIA SC",51,57,0.37,56,74,"CLOUDY",57,80,"WINDY","morning"
2023-02-25 19:50:00,"COLUMBUS GA",60,79,0,59,80,"MOCLDY",59,80,"SHWRS","morning"
2023-02-25 19:50:00,"COLUMBUS OH",28,50,0,31,55,"SUNNY",38,62,"SHWRS","morning"
2023-02-25 19:50:00,"LINCOLN",8,50,0,24,57,"PTCLDY",40,54,"WINDY","morning"
2023-02-25 19:50:00,"LITTLE ROCK",41,48,0.27,48,69,"CLOUDY",58,74,"WINDY","morning"
2023-02-25 19:50:00,"LOS ANGELES",47,51,2.84,41,57,"PTCLDY",46,55,"RAIN","morning"
2023-02-25 19:50:00,"LOUISVILLE",38,57,0,39,60,"MOCLDY",52,74,"SHWRS","morning"
